# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 2.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
0.48            	3.79723029e-02	1.89861514e-02	1.89861514e-02	-3.85061451e-01	-1.49643042e-01	-2.35418409e-01	4.28876837e-02	-3.05105878e-20	-2.95488904e-21	0.00000000e+00	-2.95488904e-21	2.95488904e-21
0.5             	3.80098310e-02	1.90049155e-02	1.90049155e-02	-3.86178635e-01	-1.49871564e-01	-2.36307071e-01	4.32177533e-02	-3.07048386e-20	-2.97198779e-21	0.00000000e+00	-2.97198779e-21	2.97198779e-21
0.52            	3.80370310e-02	1.90185155e-02	1.90185155e-02	-3.87280909e-01	-1.50096513e-01	-2.37184396e-01	4.35439418e-02	-3.09726338e-20	-2.99769413e-21	0.00000000e+00	-2.99769413e-21	2.99769413e-21
0.54            	3.80534984e-02	1.90267492e-02	1.90267492e-02	-3.88348461e-01	-1.50294354e-01	-2.38054107e-01	4.38798766e-02	-3.12017652e-20	-3.01682731e-21	0.00000000e+00	-3.01682731e-21	3.01682731e-21
0.56            	3.80493907e-02	1.90246954e-02	1.90246954e-02	-3.89330371e-01	-1.50452665e-01	-2.38877707e-01	4.42125210e-02	-3.14034651e-20	-3.03283170e-21	0.00000000e+00	-3.03283170e-21	3.03283170e-21
0.58            	3.80496960e-02	1.90248480e-02	1.90248480e-02	-3.90336033e-01	-1.50631263e-01	-2.39704770e-01	4.45367536e-02	-3.16135988e-20	-3.05361480e-21	0.00000000e+00	-3.05361480e-21	3.05361480e-21
0.6             	3.80258026e-02	1.90129013e-02	1.90129013e-02	-3.91231490e-01	-1.50747151e-01	-2.40484339e-01	4.48685939e-02	-3.17678169e-20	-3.06425783e-21	0.00000000e+00	-3.06425783e-21	3.06425783e-21
0.62            	3.79979430e-02	1.89989715e-02	1.89989715e-02	-3.92102662e-01	-1.50871883e-01	-2.41230779e-01	4.51794479e-02	-3.19651471e-20	-3.08210430e-21	0.00000000e+00	-3.08210430e-21	3.08210430e-21
0.64            	3.79584195e-02	1.89792098e-02	1.89792098e-02	-3.92913894e-01	-1.50966792e-01	-2.41947101e-01	4.54901545e-02	-3.21042301e-20	-3.08886799e-21	0.00000000e+00	-3.08886799e-21	3.08886799e-21
0.66            	3.78998246e-02	1.89499123e-02	1.89499123e-02	-3.93646265e-01	-1.51040771e-01	-2.42605494e-01	4.57823611e-02	-3.22437336e-20	-3.09280070e-21	0.00000000e+00	-3.09280070e-21	3.09280070e-21
