# Force and moment coefficients
# dragDir       : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# sideDir       : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# liftDir       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# rollAxis      : (1.00000000e+00 0.00000000e+00 0.00000000e+00)
# pitchAxis     : (0.00000000e+00 0.00000000e+00 -1.00000000e+00)
# yawAxis       : (0.00000000e+00 1.00000000e+00 0.00000000e+00)
# magUInf       : 2.00000000e+00
# lRef          : 1.00000000e+00
# Aref          : 1.00000000e-01
# CofR          : (2.50000000e-01 0.00000000e+00 0.00000000e+00)
#
# Time          	Cd              	Cd(f)           	Cd(r)           	Cl              	Cl(f)           	Cl(r)           	CmPitch         	CmRoll          	CmYaw           	Cs              	Cs(f)           	Cs(r)           
0.48            	3.79922036e-02	1.89961018e-02	1.89961018e-02	-3.84914213e-01	-1.49608713e-01	-2.35305500e-01	4.28483934e-02	-1.42224741e-19	-1.38779782e-20	0.00000000e+00	-1.38779782e-20	1.38779782e-20
0.5             	3.80372163e-02	1.90186082e-02	1.90186082e-02	-3.86059651e-01	-1.49859875e-01	-2.36199776e-01	4.31699503e-02	-1.42723222e-19	-1.39020719e-20	0.00000000e+00	-1.39020719e-20	1.39020719e-20
0.52            	3.80655778e-02	1.90327889e-02	1.90327889e-02	-3.87166736e-01	-1.50083405e-01	-2.37083330e-01	4.34999626e-02	-1.43203917e-19	-1.39235547e-20	0.00000000e+00	-1.39235547e-20	1.39235547e-20
0.54            	3.80794750e-02	1.90397375e-02	1.90397375e-02	-3.88196276e-01	-1.50269708e-01	-2.37926568e-01	4.38284298e-02	-1.43665217e-19	-1.39392471e-20	0.00000000e+00	-1.39392471e-20	1.39392471e-20
0.56            	3.80813163e-02	1.90406581e-02	1.90406581e-02	-3.89193407e-01	-1.50436851e-01	-2.38756556e-01	4.41598525e-02	-1.44118317e-19	-1.39468004e-20	0.00000000e+00	-1.39468004e-20	1.39468004e-20
0.58            	3.80741848e-02	1.90370924e-02	1.90370924e-02	-3.90165771e-01	-1.50596812e-01	-2.39568959e-01	4.44860733e-02	-1.44535855e-19	-1.39479939e-20	0.00000000e+00	-1.39479939e-20	1.39479939e-20
0.6             	3.80556345e-02	1.90278172e-02	1.90278172e-02	-3.91086481e-01	-1.50735462e-01	-2.40351019e-01	4.48077783e-02	-1.44911088e-19	-1.39463366e-20	0.00000000e+00	-1.39463366e-20	1.39463366e-20
0.62            	3.80261516e-02	1.90130758e-02	1.90130758e-02	-3.91959665e-01	-1.50855069e-01	-2.41104596e-01	4.51247639e-02	-1.45260681e-19	-1.39436920e-20	0.00000000e+00	-1.39436920e-20	1.39436920e-20
0.64            	3.79885794e-02	1.89942897e-02	1.89942897e-02	-3.92776359e-01	-1.50962026e-01	-2.41814333e-01	4.54261535e-02	-1.45589824e-19	-1.39365900e-20	0.00000000e+00	-1.39365900e-20	1.39365900e-20
0.66            	3.79394447e-02	1.89697224e-02	1.89697224e-02	-3.93513563e-01	-1.51044313e-01	-2.42469250e-01	4.57124687e-02	-1.45923311e-19	-1.39179666e-20	0.00000000e+00	-1.39179666e-20	1.39179666e-20
0.68            	3.78750948e-02	1.89375474e-02	1.89375474e-02	-3.94213216e-01	-1.51108064e-01	-2.43105153e-01	4.59985446e-02	-1.46233764e-19	-1.38948165e-20	0.00000000e+00	-1.38948165e-20	1.38948165e-20
